N,P,K,temperature,humidity,pH,rainfall,label,category
37.51,60.28,68.7,27.85,70.54,6.69,93.02,Soybean,Pulses & Legumes
63.75,46.45,43.01,27.33,53.26,6.69,69.97,Pomegranate,Fruits
96.16,48.08,75.26,15.63,65.36,6.48,77.2,Swiss Chard,Vegetables
120.55,65.62,82.24,23.01,52.92,6.45,85.57,Sweet Corn,Vegetables
133.47,59.14,180.88,27.84,85.85,6.14,205.77,Oil Palm,Plantation Crops
72.94,48.3,74.05,14.2,65.88,6.28,93.63,Peach,Fruits
137.81,71.33,177.47,28.01,83.46,5.73,209.74,Oil Palm,Plantation Crops
66.82,40.36,88.15,26.13,81.31,5.92,228.77,Mangosteen,Fruits
61.75,38.87,42.52,16.68,44.99,6.83,56.74,Linseed,Oilseeds
30.96,48.75,59.04,28.68,73.38,6.32,88.67,Peanut,Pulses & Legumes
82.05,43.68,85.86,28.73,67.95,6.47,150.75,Papaya,Fruits
79.47,44.76,40.0,9.92,62.8,5.77,65.63,Oats,Cereals & Grains
61.15,38.39,64.56,25.77,82.84,6.36,214.31,Black Pepper,Cash Crops
54.43,39.87,101.42,27.11,64.33,6.21,86.71,Sweet Potato,Vegetables
52.11,47.09,54.44,24.15,50.97,7.23,68.26,Pomegranate,Fruits
76.52,54.68,85.03,26.65,67.82,6.09,114.41,Longan,Fruits
43.17,31.59,26.56,26.05,60.54,6.98,72.84,Niger Seed,Oilseeds
57.41,46.73,76.34,28.7,63.13,6.67,63.32,Pumpkin,Vegetables
67.72,45.28,62.23,31.8,69.83,7.55,58.92,Guava,Fruits
24.56,36.47,38.9,33.02,55.21,6.09,59.39,Cowpea,Pulses & Legumes
98.17,66.31,100.54,15.12,58.31,6.66,68.58,Brussels Sprouts,Vegetables
85.1,51.5,83.69,26.38,68.8,7.22,126.07,Papaya,Fruits
94.15,50.0,52.58,27.88,76.64,6.62,239.92,Rice,Cereals & Grains
42.79,33.05,60.38,30.09,51.79,6.75,71.88,Fig,Fruits
78.56,47.06,77.56,26.26,61.41,6.48,125.22,Grapefruit,Fruits
30.5,42.84,43.82,19.24,55.2,7.05,61.6,Lentil,Pulses & Legumes
120.41,66.51,79.79,23.76,57.31,6.76,82.65,Sweet Corn,Vegetables
100.58,47.63,74.83,13.38,71.81,7.07,67.16,Celery,Spices & Herbs
44.13,32.1,36.9,20.3,59.17,7.84,39.1,Fennel,Spices & Herbs
38.86,27.19,52.13,35.11,58.57,5.77,57.2,Moringa,Plantation Crops
89.32,42.05,94.6,29.91,79.89,6.28,161.88,Colocasia,Vegetables
90.13,55.25,104.36,27.9,80.03,6.63,123.4,Yam,Vegetables
86.39,51.62,66.48,27.81,64.94,6.45,59.85,Okra,Vegetables
92.12,45.32,48.76,13.83,53.86,6.79,68.93,Wheat,Cereals & Grains
96.66,69.0,92.8,15.37,60.77,6.86,75.79,Asparagus,Vegetables
84.12,50.15,81.81,16.07,61.23,6.91,61.86,Kohlrabi,Vegetables
80.68,51.34,86.68,17.55,59.07,6.56,60.19,Kohlrabi,Vegetables
150.31,52.28,112.42,29.0,70.87,6.98,172.19,Sugarcane,Cash Crops
84.35,54.52,82.22,27.48,78.69,6.19,152.66,Turmeric,Cash Crops
110.51,58.4,75.67,21.26,63.18,6.61,86.97,Brinjal,Vegetables
23.85,32.24,30.7,32.22,43.01,6.34,41.63,Moth Bean,Pulses & Legumes
50.64,36.45,56.17,20.54,68.2,6.35,87.78,Basil,Spices & Herbs
81.01,50.18,88.34,17.31,67.48,6.36,61.15,Kohlrabi,Vegetables
71.47,45.36,97.61,16.41,62.92,7.25,46.6,Beetroot,Vegetables
72.62,41.69,39.02,11.45,59.24,6.0,68.15,Oats,Cereals & Grains
61.99,39.65,84.66,18.1,50.16,6.95,88.79,Grapes,Fruits
66.57,51.3,57.49,20.62,71.03,6.12,88.23,Mint,Spices & Herbs
83.15,40.5,40.83,8.66,61.81,5.89,68.68,Oats,Cereals & Grains
72.89,48.83,84.08,24.49,69.54,6.49,143.19,Passion Fruit,Fruits
63.57,53.25,39.91,24.93,51.84,6.89,62.24,Safflower,Oilseeds
88.4,79.87,97.6,15.48,61.71,7.12,70.87,Asparagus,Vegetables
67.77,46.56,73.31,23.77,64.78,7.06,71.34,Pumpkin,Vegetables
120.19,66.75,80.09,21.59,52.96,6.52,77.54,Sweet Corn,Vegetables
32.84,49.23,53.51,23.5,47.08,6.99,62.87,Chickpea,Pulses & Legumes
45.62,36.19,59.09,26.91,50.61,6.6,82.1,Fig,Fruits
55.9,42.91,53.43,24.38,85.52,6.29,204.32,Vanilla,Cash Crops
86.99,61.99,70.04,23.04,67.92,6.89,93.53,Capsicum,Vegetables
27.35,52.87,48.41,16.88,50.28,7.05,54.43,Faba Bean,Pulses & Legumes
35.95,54.38,68.61,28.02,67.1,6.65,82.05,Soybean,Pulses & Legumes
65.63,52.15,76.73,17.16,53.53,7.11,73.53,Apricot,Fruits
55.05,42.07,59.14,27.4,87.23,6.29,184.45,Black Pepper,Cash Crops
30.43,56.6,68.49,26.42,65.28,6.75,99.28,Soybean,Pulses & Legumes
69.63,49.35,74.06,24.06,59.97,7.27,62.3,Zucchini,Vegetables
56.14,45.92,72.87,30.05,80.68,6.64,79.72,Bitter Gourd,Vegetables
58.73,36.68,67.54,26.93,50.18,6.61,80.91,Watermelon,Fruits
61.28,33.77,57.41,27.54,64.24,6.65,73.15,Bottle Gourd,Vegetables
75.26,50.79,83.58,26.61,57.53,5.75,72.05,Mango,Fruits
100.12,53.33,95.23,14.8,55.5,6.92,77.11,Asparagus,Vegetables
60.85,34.96,53.81,26.51,81.8,6.11,233.33,Rubber,Cash Crops
70.88,39.82,71.45,15.11,67.66,6.42,62.93,Endive,Vegetables
110.83,65.46,100.75,17.01,58.91,6.79,66.35,Cauliflower,Vegetables
62.24,45.15,75.84,15.19,63.6,6.65,59.47,Lettuce,Vegetables
66.95,49.22,77.02,14.04,58.44,6.3,85.57,Peach,Fruits
74.52,43.22,94.27,20.02,84.54,5.87,251.06,Cocoa,Plantation Crops
92.46,72.92,58.83,18.93,57.3,6.23,88.07,Sunflower,Oilseeds
80.2,57.51,82.81,18.99,68.11,6.69,56.07,Leek,Vegetables
41.95,28.65,49.44,35.51,52.7,6.85,52.94,Sisal,Fiber Crops
30.08,47.79,47.21,22.23,48.15,6.83,68.92,Chickpea,Pulses & Legumes
46.01,24.5,35.82,32.23,46.66,6.51,41.04,Sesame,Oilseeds
89.83,67.13,118.46,20.06,71.09,7.08,92.98,Kiwi,Fruits
71.93,48.05,98.27,13.71,60.02,6.27,52.34,Carrot,Vegetables
73.91,52.99,76.34,17.78,62.82,6.23,83.42,Peach,Fruits
98.95,48.8,50.92,12.74,53.44,7.0,81.03,Canola,Oilseeds
78.0,49.9,100.15,27.04,79.97,6.65,125.58,Yam,Vegetables
64.18,31.62,56.39,29.52,83.1,5.48,230.34,Rubber,Cash Crops
41.71,40.98,44.51,34.04,57.32,6.13,54.07,Sisal,Fiber Crops
65.98,40.38,87.42,27.92,77.69,6.29,254.17,Mangosteen,Fruits
50.86,40.12,65.36,32.55,56.96,7.26,84.91,Fig,Fruits
92.69,68.57,83.74,25.53,69.07,6.65,99.13,Capsicum,Vegetables
47.95,32.08,37.16,32.46,49.07,6.14,45.77,Millet,Cereals & Grains
54.4,36.83,51.03,25.46,63.56,6.2,59.33,Moringa,Plantation Crops
83.21,40.03,42.84,22.65,66.25,7.01,105.78,Kenaf,Fiber Crops
97.46,64.31,93.43,13.38,67.0,6.33,70.01,Cabbage,Vegetables
75.69,48.12,89.44,18.63,68.39,6.74,61.5,Leek,Vegetables
20.87,51.97,41.12,15.93,47.07,6.48,59.13,Field Pea,Pulses & Legumes
39.39,32.29,55.31,32.74,56.51,6.62,42.94,Sisal,Fiber Crops
43.99,22.29,31.42,17.07,47.62,6.19,48.83,Teff,Cereals & Grains
38.44,30.81,42.61,30.23,79.05,6.02,164.27,Cinnamon,Cash Crops
56.96,43.66,59.24,17.72,57.4,6.58,59.91,Radish,Vegetables
101.29,58.2,69.84,22.26,64.42,6.13,77.58,Brinjal,Vegetables
85.51,37.99,39.89,10.95,60.01,6.05,72.13,Oats,Cereals & Grains
73.73,57.24,97.3,25.72,67.88,7.07,113.89,Avocado,Fruits
83.09,59.96,76.68,24.06,67.97,6.84,86.97,Capsicum,Vegetables
116.69,58.9,88.62,24.06,59.15,6.63,83.08,Sweet Corn,Vegetables
82.66,54.09,93.82,29.05,74.25,6.18,153.35,Taro,Vegetables
94.14,48.28,49.13,19.44,46.94,6.73,78.12,Wheat,Cereals & Grains
62.49,37.56,68.65,28.77,54.63,6.22,88.71,Watermelon,Fruits
55.67,45.63,30.48,18.2,45.01,6.78,62.99,Flax,Fiber Crops
41.83,30.66,49.19,26.51,76.5,6.56,200.07,Clove,Cash Crops
81.42,54.6,83.74,18.53,61.43,6.93,66.35,Leek,Vegetables
68.37,45.0,82.21,22.15,73.78,6.27,158.24,Passion Fruit,Fruits
41.75,30.74,35.41,20.09,61.3,7.56,51.6,Fennel,Spices & Herbs
43.44,37.78,42.57,33.65,61.75,5.89,56.23,Moringa,Plantation Crops
53.08,20.83,33.34,24.1,38.66,6.82,58.98,Olive,Fruits
71.29,51.67,78.25,26.28,81.17,6.46,166.78,Jackfruit,Fruits
74.18,51.89,90.43,24.59,75.34,5.7,112.85,Longan,Fruits
51.63,35.95,38.31,27.14,75.22,6.01,221.04,Nutmeg,Cash Crops
94.97,52.35,58.91,26.09,61.72,6.46,79.08,Hemp,Fiber Crops
114.76,63.96,190.4,27.79,82.44,5.83,229.96,Oil Palm,Plantation Crops
105.67,58.32,52.74,26.65,49.4,6.65,78.17,Cotton,Cash Crops
80.42,56.7,86.73,26.68,80.18,7.03,138.26,Ginger,Cash Crops
76.75,41.26,85.2,14.43,60.95,6.43,117.5,Apple,Fruits
69.17,49.81,68.37,32.88,84.07,6.6,148.17,Litchi,Fruits
52.03,37.21,100.88,27.85,67.11,6.1,73.52,Sweet Potato,Vegetables
99.55,63.85,96.24,15.39,57.97,6.93,68.85,Asparagus,Vegetables
27.24,34.48,47.68,34.12,59.66,7.98,45.84,Cluster Bean,Vegetables
30.26,50.54,45.89,19.99,53.35,6.66,60.54,Chickpea,Pulses & Legumes
61.32,36.96,53.46,23.93,70.95,6.6,69.52,Basil,Spices & Herbs
56.64,33.78,41.51,16.46,49.31,6.81,56.73,Linseed,Oilseeds
65.69,58.21,61.91,13.19,70.64,6.22,62.51,Strawberry,Fruits
85.42,35.45,44.73,13.0,57.23,6.85,65.4,Triticale,Cereals & Grains
55.18,41.22,33.68,23.72,61.95,6.77,73.94,Coriander,Spices & Herbs
100.01,47.33,51.68,17.84,51.25,6.92,83.88,Wheat,Cereals & Grains
76.93,58.37,70.57,21.44,61.12,7.11,68.59,Zucchini,Vegetables
72.22,57.57,61.68,23.13,64.54,6.89,60.18,Zucchini,Vegetables
83.06,61.75,77.35,24.5,69.31,7.14,96.69,Capsicum,Vegetables
132.58,66.59,186.56,28.09,86.42,6.02,188.89,Oil Palm,Plantation Crops
60.05,48.97,85.87,27.07,69.82,6.65,101.47,Mandarin,Fruits
66.5,54.33,65.71,10.95,71.11,6.31,57.69,Strawberry,Fruits
68.31,42.51,70.51,13.0,64.83,6.66,61.39,Lettuce,Vegetables
60.45,32.41,52.66,19.44,69.62,6.73,77.4,Basil,Spices & Herbs
34.05,53.91,31.99,23.61,74.93,6.09,86.61,Black Gram,Pulses & Legumes
79.27,58.96,66.43,18.62,61.45,6.61,57.13,Onion,Vegetables
52.99,28.72,49.04,25.67,45.74,7.43,61.26,Olive,Fruits
74.49,40.28,130.81,31.98,88.91,6.73,190.48,Coconut,Fruits
87.0,39.16,44.02,13.48,55.46,6.8,61.78,Triticale,Cereals & Grains
81.33,41.04,44.27,33.32,76.27,6.54,175.18,Jute,Cash Crops
32.2,46.46,44.36,16.77,55.21,6.95,55.68,Lentil,Pulses & Legumes
91.97,69.6,94.71,13.04,63.25,6.75,63.19,Cabbage,Vegetables
78.23,68.23,68.39,15.52,64.14,6.86,57.88,Onion,Vegetables
63.48,50.85,71.91,11.87,75.47,5.99,67.45,Strawberry,Fruits
69.99,53.42,73.03,22.65,80.28,6.41,150.41,Jackfruit,Fruits
81.83,37.12,43.36,29.06,77.78,7.2,205.89,Jute,Cash Crops
29.6,52.89,69.9,21.27,58.66,6.85,53.89,Alfalfa,Fodder Crops
94.53,54.35,96.54,13.87,57.27,6.97,83.25,Asparagus,Vegetables
61.04,62.48,78.49,19.04,66.15,6.3,57.63,Garlic,Vegetables
82.77,61.47,82.52,23.64,79.55,6.11,130.51,Turmeric,Cash Crops
43.3,28.89,33.75,19.36,47.18,7.82,37.83,Cumin,Spices & Herbs
71.8,43.23,38.7,16.38,52.23,6.54,78.03,Mustard,Oilseeds
63.22,71.11,80.19,20.03,62.31,7.34,60.2,Garlic,Vegetables
32.34,29.02,45.9,26.82,44.91,7.85,45.04,Neem,Plantation Crops
76.23,52.24,91.45,22.94,73.53,6.31,156.86,Passion Fruit,Fruits
45.55,31.82,36.87,18.82,55.99,7.82,45.66,Ajwain,Spices & Herbs
51.17,37.93,41.22,24.89,81.81,6.52,189.73,Vanilla,Cash Crops
80.05,48.8,91.99,18.19,62.12,6.28,61.41,Kohlrabi,Vegetables
28.69,54.11,44.12,18.48,53.38,7.07,60.65,Faba Bean,Pulses & Legumes
80.9,47.0,47.64,18.41,53.3,6.33,83.82,Mustard,Oilseeds
27.1,38.63,44.28,33.27,56.41,7.96,53.53,Cluster Bean,Vegetables
83.99,62.84,57.63,24.82,59.75,7.03,89.2,Hemp,Fiber Crops
62.54,35.25,80.56,16.49,63.68,6.92,49.2,Turnip,Vegetables
43.83,23.4,31.22,20.16,56.26,6.44,36.36,Teff,Cereals & Grains
61.31,46.25,69.4,21.21,78.58,6.48,75.22,Mint,Spices & Herbs
60.22,45.06,89.15,19.7,47.81,6.53,95.46,Grapes,Fruits
49.96,37.08,93.19,22.59,57.27,6.76,98.12,Lemon,Fruits
139.52,63.62,89.14,22.24,56.53,6.46,74.9,Maize,Cereals & Grains
66.46,55.44,70.99,8.17,52.75,6.99,86.01,Apricot,Fruits
78.63,48.76,85.57,20.2,60.68,6.34,64.64,Tobacco,Cash Crops
72.07,59.88,79.02,28.23,82.8,6.35,157.0,Ginger,Cash Crops
145.44,54.76,94.5,30.75,75.44,6.89,147.15,Sugarcane,Cash Crops
29.76,42.28,42.42,34.13,49.45,5.85,56.19,Cowpea,Pulses & Legumes
107.99,55.81,70.06,24.59,61.27,6.69,74.11,Chilli,Spices & Herbs
106.53,69.34,93.44,17.07,58.85,6.89,70.67,Asparagus,Vegetables
56.32,54.57,66.65,30.74,74.59,6.63,74.67,Bitter Gourd,Vegetables
86.87,52.53,79.87,26.0,72.31,6.56,126.71,Yam,Vegetables
25.57,33.66,33.14,29.69,43.42,6.04,37.32,Moth Bean,Pulses & Legumes
53.32,38.47,44.91,15.37,46.23,6.76,46.17,Linseed,Oilseeds
22.01,41.67,47.28,21.06,61.0,6.23,72.34,Lima Bean,Pulses & Legumes
30.53,27.84,37.53,30.3,38.05,7.91,59.44,Neem,Plantation Crops
78.17,58.74,86.66,29.7,70.57,7.04,115.21,Papaya,Fruits
50.93,29.92,31.74,36.92,50.28,6.48,27.69,Millet,Cereals & Grains
80.01,61.54,82.33,23.6,59.32,7.2,72.32,Zucchini,Vegetables
67.09,39.51,40.82,22.57,56.87,6.63,63.66,Safflower,Oilseeds
62.79,43.78,64.0,17.81,55.01,6.56,50.05,Radish,Vegetables
69.32,41.27,89.54,25.07,67.92,6.44,112.89,Orange,Fruits
70.78,58.26,80.25,20.4,50.34,7.24,87.34,Apricot,Fruits
55.37,33.69,29.89,24.11,63.82,7.34,74.21,Niger Seed,Oilseeds
72.92,43.11,95.3,27.97,79.21,6.11,155.39,Colocasia,Vegetables
70.8,32.89,42.33,29.06,48.91,6.89,44.09,Sorghum,Cereals & Grains
69.33,55.68,91.46,14.17,55.58,6.23,50.51,Carrot,Vegetables
13.35,41.88,39.64,14.54,53.22,6.38,53.77,Field Pea,Pulses & Legumes
64.25,35.74,74.08,32.08,69.93,6.48,91.68,Ridgegourd,Vegetables
72.18,49.02,80.3,16.4,65.6,6.41,78.28,Peach,Fruits
50.26,36.14,69.42,25.31,63.23,6.6,98.16,Persimmon,Fruits
46.43,22.34,29.42,28.01,42.29,6.16,43.46,Sesame,Oilseeds
71.58,45.41,81.71,19.93,84.9,6.06,266.01,Cocoa,Plantation Crops
118.8,64.57,82.92,20.75,52.54,6.65,85.09,Maize,Cereals & Grains
43.38,28.13,51.74,20.34,88.1,5.95,177.69,Cardamom,Cash Crops
61.32,41.74,52.59,29.9,71.4,6.62,72.59,Bottle Gourd,Vegetables
124.95,58.19,88.12,23.34,53.31,6.54,84.31,Maize,Cereals & Grains
84.36,46.76,49.16,26.31,69.81,6.5,94.69,Kenaf,Fiber Crops
84.95,47.24,73.3,14.17,65.85,6.81,71.89,Swiss Chard,Vegetables
122.92,70.33,87.41,23.62,53.97,6.55,79.8,Maize,Cereals & Grains
95.66,42.82,59.55,16.34,66.59,6.54,78.17,Swiss Chard,Vegetables
65.06,52.11,51.27,25.5,51.86,6.52,97.82,Castor,Oilseeds
78.15,46.31,78.32,27.65,69.54,6.65,74.97,Mandarin,Fruits
70.73,40.98,96.45,12.88,59.61,6.71,60.32,Parsnip,Vegetables
126.72,46.82,132.88,29.99,73.12,6.2,156.71,Banana,Fruits
47.21,33.04,53.91,28.57,60.73,5.96,50.4,Moringa,Plantation Crops
97.06,74.3,104.51,15.28,61.17,6.44,72.84,Brussels Sprouts,Vegetables
46.45,19.13,29.51,19.58,55.37,6.15,42.26,Teff,Cereals & Grains
76.43,34.32,41.35,31.87,56.76,6.42,46.04,Sorghum,Cereals & Grains
56.1,46.72,71.85,29.14,79.8,6.65,81.52,Bitter Gourd,Vegetables
70.68,57.37,70.48,22.1,64.77,6.64,69.55,Garlic,Vegetables
68.18,45.39,70.45,27.55,63.71,6.77,69.46,Pumpkin,Vegetables
147.45,57.6,103.03,29.47,78.8,7.17,162.23,Sugarcane,Cash Crops
37.24,36.15,33.79,14.47,38.84,7.78,50.48,Cumin,Spices & Herbs
99.5,49.95,42.5,16.59,53.89,6.77,98.62,Wheat,Cereals & Grains
96.44,63.4,84.1,9.34,68.12,7.53,45.45,Kale,Vegetables
48.68,35.67,64.83,22.33,86.68,5.56,242.27,Cardamom,Cash Crops
22.66,47.56,39.98,21.97,63.22,6.28,78.15,Runner Bean,Pulses & Legumes
71.85,52.29,86.29,22.13,68.87,5.58,110.24,Longan,Fruits
55.56,50.08,69.57,31.04,73.08,6.98,88.15,Bitter Gourd,Vegetables
59.12,40.79,54.53,22.8,66.35,6.89,69.08,Basil,Spices & Herbs
88.31,33.29,48.47,27.41,64.91,6.73,109.99,Kenaf,Fiber Crops
56.57,39.71,47.15,24.74,50.34,7.02,84.71,Castor,Oilseeds
45.92,37.57,42.99,28.82,59.06,6.54,72.7,Dragon Fruit,Fruits
69.52,43.91,73.42,30.23,68.06,6.82,95.73,Ridgegourd,Vegetables
56.6,27.76,48.03,24.29,45.64,7.12,59.78,Olive,Fruits
36.35,57.52,67.14,27.69,69.21,6.73,95.52,Soybean,Pulses & Legumes
58.75,35.28,47.14,14.4,43.51,6.95,63.74,Linseed,Oilseeds
58.48,42.64,41.43,19.46,46.12,6.75,54.38,Flax,Fiber Crops
100.2,57.02,48.99,26.32,79.05,6.45,244.96,Rice,Cereals & Grains
82.65,72.42,67.02,18.3,65.34,6.85,61.99,Onion,Vegetables
121.29,105.75,109.68,15.78,72.58,5.41,82.83,Potato,Vegetables
71.4,38.22,101.4,25.37,62.21,6.01,155.31,Pineapple,Fruits
51.81,30.93,43.51,25.66,42.72,6.8,61.51,Olive,Fruits
59.89,30.02,59.92,28.69,84.14,5.36,241.11,Rubber,Cash Crops
24.44,50.14,43.7,19.22,70.68,6.19,84.28,Runner Bean,Pulses & Legumes
33.02,48.01,35.8,27.5,59.14,7.01,68.87,Green Gram,Pulses & Legumes
95.95,61.35,66.1,5.79,66.79,6.88,42.14,Kale,Vegetables
56.32,42.03,93.02,23.17,70.93,7.01,78.72,Lemon,Fruits
77.67,36.31,37.7,11.38,58.63,5.62,64.18,Rye,Cereals & Grains
26.41,54.75,57.76,17.75,69.74,7.91,59.06,Berseem,Fodder Crops
77.76,52.1,67.91,14.32,62.12,6.68,125.79,Pear,Fruits
65.17,43.35,83.64,16.6,69.0,6.6,72.71,Parsnip,Vegetables
79.83,46.32,42.68,15.3,60.01,6.27,67.82,Mustard,Oilseeds
36.89,46.36,34.27,27.0,73.39,6.08,103.23,Black Gram,Pulses & Legumes
80.55,54.19,58.6,19.61,60.74,6.95,59.78,Spinach,Vegetables
27.17,38.87,44.28,31.23,52.24,7.92,62.56,Cluster Bean,Vegetables
72.61,48.67,80.27,21.5,65.41,6.09,113.86,Grapefruit,Fruits
41.03,32.05,40.65,30.53,77.51,6.09,145.01,Cinnamon,Cash Crops
74.98,39.07,76.03,22.57,77.08,6.3,165.2,Coffee,Cash Crops
45.82,29.1,35.76,20.04,55.96,7.15,49.1,Fennel,Spices & Herbs
68.25,47.14,35.37,11.58,46.44,6.75,68.71,Barley,Cereals & Grains
123.91,52.21,136.46,31.49,78.04,6.28,143.52,Banana,Fruits
72.54,30.18,41.05,31.03,54.84,6.67,42.19,Sorghum,Cereals & Grains
62.22,45.22,82.16,14.62,62.22,6.45,69.71,Parsnip,Vegetables
122.69,65.02,80.84,23.68,60.73,6.65,92.27,Sweet Corn,Vegetables
72.22,49.99,65.67,29.2,64.27,6.73,88.96,Muskmelon,Fruits
41.96,31.52,40.49,29.68,59.42,7.32,68.95,Tamarind,Plantation Crops
62.82,41.69,90.8,18.72,84.39,5.69,274.4,Cocoa,Plantation Crops
42.05,36.95,63.76,36.33,39.87,8.52,18.01,Date Palm,Plantation Crops
27.75,47.51,27.85,28.27,65.17,7.17,111.79,Pigeon Pea,Pulses & Legumes
40.78,27.99,54.4,32.99,62.94,5.5,54.02,Moringa,Plantation Crops
69.98,48.88,91.32,18.81,83.23,5.81,278.85,Cocoa,Plantation Crops
55.51,51.95,76.72,23.92,80.11,6.39,160.15,Jackfruit,Fruits
72.37,52.91,68.88,18.93,76.02,6.59,88.72,Mint,Spices & Herbs
75.32,45.94,85.86,12.47,62.87,6.93,118.27,Apple,Fruits
68.66,42.58,80.86,20.76,72.7,6.52,156.12,Passion Fruit,Fruits
36.42,46.54,63.57,23.58,54.76,7.14,48.82,Alfalfa,Fodder Crops
73.81,51.0,90.62,25.94,61.9,6.49,58.61,Mango,Fruits
54.05,40.7,36.29,20.5,60.6,6.57,73.91,Coriander,Spices & Herbs
111.83,64.71,90.55,22.85,56.33,6.12,89.1,Maize,Cereals & Grains
55.6,25.61,29.1,19.96,49.32,6.43,47.04,Teff,Cereals & Grains
68.05,38.37,112.42,15.9,62.76,7.14,41.84,Beetroot,Vegetables
62.44,33.62,32.93,18.11,56.83,6.2,74.35,Coriander,Spices & Herbs
79.05,54.56,82.0,21.17,65.0,7.16,61.01,Zucchini,Vegetables
78.89,37.18,48.69,21.47,87.67,4.98,178.35,Tea,Cash Crops
69.74,45.22,70.6,28.68,76.31,6.56,153.44,Litchi,Fruits
28.45,50.68,51.2,15.91,59.75,6.72,70.91,Peas,Pulses & Legumes
79.21,56.17,78.63,24.42,80.6,6.41,157.18,Turmeric,Cash Crops
50.17,41.44,59.89,32.85,76.81,6.75,86.39,Bitter Gourd,Vegetables
87.06,40.54,41.56,13.02,56.74,6.79,51.63,Triticale,Cereals & Grains
75.23,40.62,89.19,14.37,62.67,6.77,62.18,Parsnip,Vegetables
24.43,42.64,34.01,28.88,65.43,7.48,69.9,Pigeon Pea,Pulses & Legumes
30.69,38.23,43.75,33.07,52.42,7.9,39.71,Cluster Bean,Vegetables
96.3,51.2,80.06,14.42,65.93,6.94,67.55,Celery,Spices & Herbs
68.07,42.59,79.29,20.18,81.35,5.8,275.57,Cocoa,Plantation Crops
67.44,41.61,88.29,20.61,86.08,5.48,271.54,Cocoa,Plantation Crops
73.34,21.59,40.18,30.57,58.42,6.6,44.39,Sorghum,Cereals & Grains
85.92,50.54,94.51,18.83,66.78,6.44,54.46,Celery Root,Vegetables
41.4,34.7,36.84,23.19,61.52,7.16,56.68,Fennel,Spices & Herbs
52.22,33.82,49.96,12.22,75.91,6.64,62.55,Gooseberry,Fruits
69.24,60.27,73.55,24.21,61.3,6.94,69.36,Zucchini,Vegetables
67.21,43.37,96.02,16.88,62.6,6.85,65.34,Parsnip,Vegetables
53.35,45.25,61.35,25.46,79.56,5.98,222.54,Black Pepper,Cash Crops
53.04,31.96,47.69,27.77,76.21,5.85,244.94,Nutmeg,Cash Crops
126.01,68.56,85.44,22.07,56.57,6.32,90.83,Maize,Cereals & Grains
90.53,65.98,100.25,15.14,59.82,6.38,70.1,Brussels Sprouts,Vegetables
27.01,48.61,44.6,20.74,64.35,6.3,66.43,Runner Bean,Pulses & Legumes
77.04,52.04,71.11,16.33,64.81,6.41,74.38,Swiss Chard,Vegetables
34.98,23.17,40.05,29.69,43.22,7.82,35.47,Neem,Plantation Crops
30.72,60.82,59.53,12.53,60.33,6.69,72.48,Peas,Pulses & Legumes
54.36,39.32,41.82,27.33,78.43,5.93,233.15,Nutmeg,Cash Crops
42.67,29.57,36.21,19.58,45.64,7.77,36.55,Cumin,Spices & Herbs
70.58,53.62,43.69,17.5,60.16,6.33,67.49,Mustard,Oilseeds
32.54,52.93,49.78,12.67,58.57,6.84,64.47,Peas,Pulses & Legumes
73.04,44.9,78.92,18.26,71.16,6.2,80.28,Mint,Spices & Herbs
88.86,62.62,61.28,20.99,57.9,6.4,92.29,Sunflower,Oilseeds
64.26,45.97,59.05,13.03,59.58,6.86,92.41,Cherry,Fruits
25.22,52.93,69.7,29.02,65.93,6.42,87.11,Peanut,Pulses & Legumes
68.69,48.84,89.19,27.87,59.74,6.91,66.53,Mango,Fruits
89.1,36.36,69.56,21.99,80.68,6.19,152.16,Coffee,Cash Crops
71.15,37.03,72.4,18.9,50.44,6.8,106.55,Grapes,Fruits
30.98,48.54,46.28,30.7,58.74,7.92,61.08,Cluster Bean,Vegetables
31.38,38.46,45.17,33.65,51.29,7.73,50.76,Cluster Bean,Vegetables
78.47,55.33,79.49,24.13,67.76,7.11,157.66,Avocado,Fruits
45.94,22.93,31.21,28.94,43.09,5.9,42.77,Sesame,Oilseeds
71.83,48.62,72.08,30.79,66.06,6.52,88.25,Muskmelon,Fruits
72.15,50.39,69.37,32.24,65.17,6.5,77.92,Muskmelon,Fruits
80.0,58.79,67.6,17.85,59.94,7.01,65.5,Onion,Vegetables
22.72,43.65,43.56,15.11,52.66,6.67,51.29,Field Pea,Pulses & Legumes
88.14,68.52,58.64,20.53,57.75,6.43,76.91,Sunflower,Oilseeds
29.4,50.85,34.7,24.18,66.8,7.19,127.91,Pigeon Pea,Pulses & Legumes
94.07,59.32,52.45,25.02,45.01,6.98,77.16,Cotton,Cash Crops
67.59,50.82,88.52,20.07,72.59,7.05,148.19,Passion Fruit,Fruits
67.34,52.1,87.48,30.38,65.77,6.57,76.17,Mandarin,Fruits
32.18,50.92,65.88,25.31,54.81,7.09,61.15,Alfalfa,Fodder Crops
79.03,49.08,40.84,11.12,46.64,6.71,74.73,Barley,Cereals & Grains
72.22,57.31,96.11,21.98,73.26,6.98,152.81,Passion Fruit,Fruits
25.58,46.24,43.64,31.38,50.6,7.92,47.51,Cluster Bean,Vegetables
46.91,34.34,67.76,38.47,38.03,8.31,21.41,Date Palm,Plantation Crops
86.16,30.07,51.28,30.46,51.7,6.43,58.52,Sudan Grass,Fodder Crops
