N,P,K,temperature,humidity,pH,rainfall,label,category
79.44,31.1,90.24,8.28,61.78,6.94,71.16,Endive,Vegetables
27.05,48.33,41.28,16.19,48.2,6.67,52.06,Field Pea,Pulses & Legumes
59.59,49.24,127.72,30.49,78.72,6.5,176.98,Arecanut,Plantation Crops
43.84,31.77,35.71,26.68,77.65,6.28,235.53,Nutmeg,Cash Crops
101.23,40.21,45.64,10.21,63.0,7.1,51.14,Wheat,Cereals & Grains
63.79,43.39,90.75,34.21,59.48,7.65,54.95,Guava,Fruits
79.65,36.32,75.51,21.42,63.46,6.35,58.95,Tobacco,Cash Crops
28.23,42.27,52.18,22.71,59.0,6.6,41.07,Chickpea,Pulses & Legumes
65.51,52.09,50.97,22.66,41.93,7.96,30.38,Pomegranate,Fruits
50.75,40.51,28.17,18.19,60.03,8.09,53.01,Quinoa,Cereals & Grains
39.23,36.13,45.2,28.19,100.0,6.78,29.42,Tamarind,Plantation Crops
77.79,58.8,76.22,17.36,64.2,6.76,61.52,Zucchini,Vegetables
46.24,36.72,30.48,26.05,74.55,6.25,107.44,Persimmon,Fruits
72.0,49.99,79.79,10.61,53.7,6.16,91.36,Plum,Fruits
79.4,32.63,151.37,29.01,100.0,7.62,167.5,Coconut,Fruits
43.92,28.04,33.22,23.51,50.7,7.02,65.25,Teff,Cereals & Grains
84.9,42.21,50.54,26.32,79.29,8.32,200.24,Jute,Cash Crops
100.98,43.11,47.94,23.2,74.32,7.57,113.77,Kenaf,Fiber Crops
47.44,27.98,21.6,29.45,51.83,8.88,24.42,Sesame,Oilseeds
40.85,42.26,15.68,27.93,64.8,5.4,221.66,Cinnamon,Cash Crops
60.89,32.54,52.23,34.16,83.08,4.79,253.43,Rubber,Cash Crops
37.57,28.32,77.22,28.52,70.63,6.34,202.67,Cardamom,Cash Crops
28.49,54.89,29.56,31.82,66.22,6.38,159.07,Pigeon Pea,Pulses & Legumes
117.21,73.0,81.86,16.92,53.71,6.63,73.46,Sweet Corn,Vegetables
63.96,36.87,74.36,34.65,79.89,6.71,107.21,Ridgegourd,Vegetables
72.88,31.62,76.16,13.78,60.65,5.99,66.15,Endive,Vegetables
54.79,39.06,44.99,17.75,50.33,6.07,63.51,Barley,Cereals & Grains
87.11,54.7,69.25,32.88,79.86,6.39,154.73,Ginger,Cash Crops
64.34,59.85,79.78,17.67,70.98,6.47,175.72,Passion Fruit,Fruits
15.93,60.23,44.64,17.29,78.07,6.0,71.56,Peas,Pulses & Legumes
40.95,41.44,43.89,24.26,61.01,6.88,59.2,Dragon Fruit,Fruits
101.43,69.18,116.13,11.58,66.59,7.03,66.65,Broccoli,Vegetables
51.05,50.15,110.26,28.65,94.24,6.13,63.01,Sweet Potato,Vegetables
157.35,67.85,80.29,27.77,56.92,6.59,82.16,Maize,Cereals & Grains
70.54,47.87,56.5,33.02,51.99,6.48,59.99,Sudan Grass,Fodder Crops
34.81,48.2,46.32,22.41,52.7,6.86,31.93,Lentil,Pulses & Legumes
53.79,33.54,39.29,27.57,61.78,6.68,47.1,Amaranth,Cereals & Grains
101.69,36.92,46.48,16.73,40.7,8.03,67.93,Barley,Cereals & Grains
107.48,74.91,85.36,24.65,64.08,5.48,114.94,Brinjal,Vegetables
48.36,20.3,48.32,30.83,60.53,5.28,27.54,Sisal,Fiber Crops
40.06,11.53,39.45,31.36,36.18,6.0,53.45,Fennel,Spices & Herbs
133.69,70.25,210.0,31.21,71.74,6.74,240.86,Oil Palm,Plantation Crops
99.31,64.68,102.59,17.28,63.66,5.96,54.8,Brussels Sprouts,Vegetables
123.27,65.19,104.19,14.34,63.42,7.17,57.45,Artichoke,Vegetables
48.39,43.6,64.7,29.43,85.91,6.26,131.76,Basil,Spices & Herbs
36.99,46.84,38.65,12.72,47.28,6.65,39.5,Lentil,Pulses & Legumes
74.13,35.31,37.12,6.62,52.2,6.01,79.05,Rye,Cereals & Grains
26.21,56.05,54.88,17.63,58.54,7.08,54.14,Faba Bean,Pulses & Legumes
162.85,45.29,77.48,25.34,59.03,5.8,96.24,Maize,Cereals & Grains
33.91,17.35,71.93,14.15,67.15,4.89,85.15,Blueberry,Fruits
66.5,35.02,62.94,27.5,68.23,6.86,117.03,Ridgegourd,Vegetables
68.33,65.38,66.53,16.0,54.63,6.56,46.37,Carrot,Vegetables
29.08,38.08,33.73,19.12,59.86,7.08,94.05,Lima Bean,Pulses & Legumes
55.59,28.82,44.56,13.36,36.85,7.26,69.76,Linseed,Oilseeds
108.83,34.26,75.26,19.63,65.92,5.88,76.91,Chilli,Spices & Herbs
113.02,59.13,38.48,15.23,54.94,6.77,59.05,Barley,Cereals & Grains
27.48,62.27,84.52,20.8,74.75,6.76,79.94,Peanut,Pulses & Legumes
91.47,39.99,37.03,10.26,52.36,5.2,60.77,Rye,Cereals & Grains
57.25,84.13,43.68,21.86,58.5,6.58,74.35,Zucchini,Vegetables
37.78,31.69,58.0,28.3,72.27,4.93,84.15,Moringa,Plantation Crops
50.94,57.28,129.64,12.56,69.07,6.08,62.33,Carrot,Vegetables
14.05,47.91,46.33,39.89,67.93,6.3,54.69,Peanut,Pulses & Legumes
127.49,64.02,94.49,17.21,56.21,6.69,67.83,Cauliflower,Vegetables
47.19,21.1,57.46,22.04,69.8,6.43,226.48,Cardamom,Cash Crops
12.11,53.44,42.85,17.75,62.65,6.03,85.29,Faba Bean,Pulses & Legumes
89.1,60.95,99.16,14.13,58.07,6.27,94.79,Brussels Sprouts,Vegetables
101.61,48.98,79.11,25.22,65.95,6.96,67.53,Pumpkin,Vegetables
39.02,28.79,28.92,23.52,48.62,7.9,17.57,Neem,Plantation Crops
108.74,53.77,51.22,21.53,58.31,6.96,88.3,Hemp,Fiber Crops
77.24,49.41,127.18,33.15,77.8,6.78,147.91,Coconut,Fruits
38.19,38.54,74.44,32.52,72.73,6.43,72.33,Bitter Gourd,Vegetables
75.16,29.64,38.04,27.77,51.65,7.03,35.7,Sorghum,Cereals & Grains
63.41,29.53,66.03,27.98,83.9,6.07,223.61,Cardamom,Cash Crops
72.32,35.62,73.62,32.66,81.02,6.07,124.13,Ridgegourd,Vegetables
65.24,38.4,81.3,29.42,77.59,5.94,48.79,Mandarin,Fruits
112.64,54.04,53.66,26.1,78.13,7.36,62.65,Spinach,Vegetables
69.44,67.85,67.04,15.32,65.84,5.8,69.69,Strawberry,Fruits
88.15,49.79,82.37,24.45,85.35,7.05,87.7,Yam,Vegetables
77.37,46.38,77.0,12.95,57.97,5.5,80.43,Apricot,Fruits
27.57,44.31,75.68,27.79,69.95,6.8,94.75,Soybean,Pulses & Legumes
84.39,40.58,39.35,12.37,56.06,6.87,75.44,Oats,Cereals & Grains
53.16,36.31,46.45,17.41,62.42,7.38,56.8,Gooseberry,Fruits
90.02,52.54,45.04,15.52,46.77,7.66,77.8,Triticale,Cereals & Grains
39.55,43.5,42.16,34.13,43.44,8.49,65.26,Cluster Bean,Vegetables
27.55,52.84,37.79,15.42,56.09,6.07,56.15,Lentil,Pulses & Legumes
39.27,45.03,36.18,33.81,70.0,3.82,59.5,Moringa,Plantation Crops
36.48,54.89,29.26,23.71,65.36,7.04,86.87,Green Gram,Pulses & Legumes
64.8,42.78,104.32,27.4,56.51,6.33,100.25,Sweet Potato,Vegetables
65.72,48.33,90.63,19.09,66.33,6.22,112.74,Lemon,Fruits
71.28,48.9,42.21,11.66,60.05,6.78,59.01,Oats,Cereals & Grains
31.78,60.68,43.63,19.6,63.56,6.52,68.73,Green Gram,Pulses & Legumes
48.37,48.05,47.82,13.22,74.41,6.32,63.6,Gooseberry,Fruits
101.66,76.28,72.77,24.73,76.12,7.2,60.03,Capsicum,Vegetables
45.22,25.8,47.98,21.49,34.08,8.18,41.41,Ajwain,Spices & Herbs
105.69,66.31,118.69,11.9,78.56,6.79,23.87,Broccoli,Vegetables
54.39,39.21,59.51,24.4,84.31,5.98,226.38,Black Pepper,Cash Crops
79.59,46.06,80.33,29.66,68.61,6.12,94.54,Muskmelon,Fruits
80.37,42.61,68.35,19.73,48.72,6.47,84.32,Mulberry,Fruits
83.99,39.89,110.46,24.74,68.69,6.21,172.91,Pineapple,Fruits
26.69,42.84,58.37,10.7,68.34,8.5,51.22,Berseem,Fodder Crops
44.07,46.72,77.59,19.29,70.14,3.84,56.81,Blueberry,Fruits
43.87,32.72,31.55,12.99,60.34,6.83,83.09,Peas,Pulses & Legumes
24.01,36.83,54.37,35.57,56.87,8.23,50.75,Cluster Bean,Vegetables
59.89,60.01,66.62,24.12,65.47,6.46,102.71,Pear,Fruits
19.69,42.11,36.1,29.86,50.76,7.49,37.18,Moth Bean,Pulses & Legumes
58.06,67.78,113.7,25.46,81.91,5.93,187.75,Colocasia,Vegetables
109.9,43.7,87.5,23.75,83.31,6.53,132.19,Coffee,Cash Crops
85.58,49.27,66.32,25.55,74.49,7.11,72.58,Okra,Vegetables
118.55,45.56,43.33,31.48,70.21,6.3,262.92,Rice,Cereals & Grains
80.09,46.63,57.98,18.61,64.97,5.98,69.41,Mint,Spices & Herbs
51.21,49.36,68.27,25.56,80.93,6.12,145.94,Jackfruit,Fruits
90.39,62.15,96.63,23.55,77.61,7.01,61.34,Cucumber,Vegetables
36.27,26.4,48.7,30.39,79.69,6.93,143.88,Cinnamon,Cash Crops
81.83,48.82,90.11,24.09,64.26,6.85,29.35,Kohlrabi,Vegetables
47.01,53.5,80.32,25.22,59.13,7.43,115.52,Persimmon,Fruits
118.36,73.83,158.33,25.81,88.79,6.73,162.87,Oil Palm,Plantation Crops
77.3,42.84,41.66,5.9,51.37,6.59,59.52,Triticale,Cereals & Grains
71.76,37.96,56.73,17.28,65.97,7.06,46.11,Turnip,Vegetables
60.76,42.29,59.65,22.97,57.93,6.68,108.61,Mulberry,Fruits
63.39,27.03,70.34,16.0,63.37,6.4,117.44,Orange,Fruits
117.96,77.93,101.86,23.61,51.47,7.24,63.93,Artichoke,Vegetables
57.56,20.22,63.57,28.04,78.03,6.71,64.4,Guava,Fruits
21.46,44.14,56.1,20.41,68.6,6.41,103.02,Lima Bean,Pulses & Legumes
64.93,46.69,55.29,21.79,77.56,5.87,163.25,Vanilla,Cash Crops
67.65,34.05,48.69,28.75,77.28,4.78,223.47,Rubber,Cash Crops
109.94,39.54,72.29,15.13,61.15,5.89,83.89,Leek,Vegetables
62.77,42.88,74.47,28.53,82.55,7.19,106.43,Rambutan,Fruits
62.62,38.4,81.34,32.48,62.67,7.26,91.56,Ridgegourd,Vegetables
48.93,40.86,39.08,17.01,50.77,6.56,69.67,Linseed,Oilseeds
50.47,40.59,67.09,31.76,44.64,6.82,66.81,Pomegranate,Fruits
79.34,79.19,108.92,26.88,75.99,6.36,76.81,Tomato,Vegetables
62.69,25.81,38.82,27.2,55.38,7.04,48.15,Dill,Spices & Herbs
59.86,31.88,73.31,31.42,65.72,6.82,105.46,Persimmon,Fruits
59.35,50.76,53.22,21.48,70.31,7.68,75.84,Spinach,Vegetables
30.99,30.23,37.68,17.49,62.18,6.29,58.47,Fenugreek,Spices & Herbs
23.17,57.32,53.29,26.98,61.05,6.64,84.95,Soybean,Pulses & Legumes
79.4,42.69,64.19,18.05,63.66,6.85,69.28,Kohlrabi,Vegetables
83.05,73.3,110.56,16.56,59.62,6.54,76.64,Brussels Sprouts,Vegetables
98.13,59.2,64.36,8.78,65.11,7.11,63.87,Artichoke,Vegetables
98.56,42.63,42.56,16.44,43.03,6.87,75.57,Wheat,Cereals & Grains
54.76,33.16,42.72,13.45,58.7,7.67,16.62,Quinoa,Cereals & Grains
88.65,62.66,91.03,28.01,76.66,6.37,72.1,Capsicum,Vegetables
63.5,61.72,66.2,12.78,82.67,6.97,121.47,Plum,Fruits
102.94,65.32,49.3,23.76,70.7,5.96,274.18,Rice,Cereals & Grains
86.54,63.3,102.35,19.6,63.7,6.16,68.7,Leek,Vegetables
32.59,53.41,41.55,31.2,59.17,6.52,88.08,Green Gram,Pulses & Legumes
39.65,37.04,44.95,33.35,55.15,6.71,73.32,Dragon Fruit,Fruits
42.07,43.57,42.08,15.91,76.89,7.03,107.3,Gooseberry,Fruits
71.45,67.54,75.89,25.41,69.36,6.88,54.96,Cucumber,Vegetables
59.19,74.04,98.24,20.34,62.68,6.33,71.4,Garlic,Vegetables
22.63,74.73,59.38,41.42,76.98,6.62,75.79,Peanut,Pulses & Legumes
25.34,47.47,66.63,24.09,61.72,6.35,52.46,Lima Bean,Pulses & Legumes
30.39,58.27,78.68,27.97,72.37,7.01,115.94,Soybean,Pulses & Legumes
64.64,35.69,54.8,11.61,50.93,6.84,100.97,Pear,Fruits
77.15,55.88,96.2,29.77,83.28,6.61,150.43,Arecanut,Plantation Crops
57.06,20.95,46.29,20.15,69.49,6.74,117.27,Mulberry,Fruits
151.53,54.99,113.52,32.96,81.51,6.46,186.48,Sugarcane,Cash Crops
74.46,40.08,108.86,31.91,74.66,5.61,28.79,Sweet Potato,Vegetables
72.85,45.66,100.5,34.42,85.41,6.8,124.56,Coconut,Fruits
66.82,32.11,77.7,24.0,81.55,7.77,134.82,Turmeric,Cash Crops
107.46,41.94,74.42,33.45,75.01,6.68,81.05,Taro,Vegetables
98.04,74.4,105.02,12.08,44.36,7.03,76.61,Asparagus,Vegetables
26.82,49.37,37.72,14.28,69.03,6.55,51.72,Peas,Pulses & Legumes
53.58,33.53,81.02,21.98,66.75,6.86,48.24,Turnip,Vegetables
53.96,38.63,35.8,21.85,39.91,6.15,43.81,Flax,Fiber Crops
29.27,34.91,51.7,5.0,82.4,6.47,67.31,Gooseberry,Fruits
81.24,46.95,63.1,34.55,65.33,5.89,89.12,Muskmelon,Fruits
22.06,47.71,54.04,30.85,50.14,8.66,30.32,Cluster Bean,Vegetables
97.87,73.15,89.17,15.89,63.98,7.43,79.03,Brussels Sprouts,Vegetables
52.03,24.08,50.19,39.33,59.8,5.96,60.91,Moringa,Plantation Crops
96.57,63.57,87.68,32.24,82.44,6.67,133.36,Yam,Vegetables
47.12,51.73,30.77,11.77,58.51,5.49,54.72,Coriander,Spices & Herbs
65.16,41.38,55.06,27.14,58.28,5.57,62.41,Moringa,Plantation Crops
25.11,50.98,73.77,25.31,65.28,6.37,91.39,Peanut,Pulses & Legumes
80.17,64.77,68.7,20.1,69.78,7.4,63.91,Onion,Vegetables
78.15,66.24,67.32,16.33,63.14,6.85,61.15,Onion,Vegetables
102.49,46.84,104.87,17.28,88.88,6.51,114.91,Kiwi,Fruits
70.26,38.98,82.0,35.6,66.57,7.58,72.3,Bottle Gourd,Vegetables
89.2,40.9,54.07,29.53,91.29,5.86,247.68,Rice,Cereals & Grains
31.76,24.54,17.08,33.23,52.95,7.64,71.79,Neem,Plantation Crops
70.82,49.84,51.46,10.0,55.02,7.28,56.39,Triticale,Cereals & Grains
44.41,49.6,55.48,27.35,72.87,6.3,143.18,Vanilla,Cash Crops
112.98,47.39,54.13,8.87,63.82,6.67,50.36,Canola,Oilseeds
48.5,35.97,42.53,33.91,72.02,6.4,60.51,Moringa,Plantation Crops
54.84,39.83,89.1,20.41,82.2,6.42,268.51,Cocoa,Plantation Crops
102.21,73.8,81.54,24.86,60.61,6.09,91.88,Tomato,Vegetables
74.03,46.6,101.31,13.76,82.65,7.59,57.22,Beetroot,Vegetables
22.68,42.7,43.19,26.21,58.75,6.4,93.37,Lima Bean,Pulses & Legumes
77.11,39.78,36.95,12.95,52.62,7.92,59.72,Quinoa,Cereals & Grains
32.23,48.77,65.73,18.59,74.51,6.26,172.27,Jackfruit,Fruits
92.11,42.62,43.74,30.75,77.68,7.33,261.08,Rice,Cereals & Grains
79.72,23.94,102.47,24.73,71.59,7.23,148.83,Taro,Vegetables
21.94,57.6,41.09,9.68,48.1,6.6,23.91,Field Pea,Pulses & Legumes
57.34,49.12,65.52,20.4,49.21,6.13,70.75,Persimmon,Fruits
65.56,60.79,87.43,28.55,80.72,7.05,148.67,Rambutan,Fruits
66.87,37.44,75.78,24.81,67.17,6.05,130.55,Passion Fruit,Fruits
73.8,38.39,58.77,24.72,100.0,4.6,203.63,Tea,Cash Crops
80.28,36.38,49.73,19.45,64.46,6.59,86.8,Mustard,Oilseeds
21.42,66.82,56.25,15.71,57.52,6.87,61.5,Peas,Pulses & Legumes
59.12,52.68,79.17,14.45,73.53,6.06,65.35,Raspberry,Fruits
28.02,45.68,61.64,17.99,83.8,5.5,241.65,Vanilla,Cash Crops
70.88,49.34,80.46,27.32,84.26,5.85,129.62,Turmeric,Cash Crops
44.47,36.75,69.05,40.93,51.93,6.47,74.91,Fig,Fruits
37.58,39.03,38.28,22.45,57.68,5.3,26.68,Fenugreek,Spices & Herbs
92.27,49.63,80.79,25.44,73.81,6.59,67.12,Cucumber,Vegetables
83.01,58.72,61.87,21.1,58.91,6.96,78.62,Onion,Vegetables
78.42,24.33,85.86,16.93,70.4,6.02,122.06,Apple,Fruits
23.83,33.98,54.74,24.23,67.17,6.29,53.55,Runner Bean,Pulses & Legumes
63.81,30.57,58.47,21.13,55.69,7.02,50.3,Zucchini,Vegetables
23.9,48.06,35.05,22.86,59.01,6.84,77.99,Alfalfa,Fodder Crops
57.93,39.64,49.39,23.4,75.91,6.11,303.49,Black Pepper,Cash Crops
98.22,111.33,137.75,15.62,77.78,5.84,60.33,Potato,Vegetables
96.29,77.91,55.17,13.63,55.08,6.17,100.42,Sunflower,Oilseeds
48.78,53.76,57.57,13.98,66.14,5.59,74.13,Linseed,Oilseeds
39.31,36.68,46.01,21.78,59.23,7.01,56.66,Moringa,Plantation Crops
66.62,53.63,93.58,29.01,80.63,6.07,125.97,Rambutan,Fruits
73.05,28.99,62.64,38.78,69.69,6.42,148.77,Litchi,Fruits
85.23,64.58,71.13,20.61,63.49,6.37,52.46,Chilli,Spices & Herbs
72.93,44.33,66.77,10.77,79.48,5.7,90.79,Raspberry,Fruits
54.0,40.26,78.02,13.93,63.89,6.5,53.55,Cherry,Fruits
64.04,37.37,34.61,26.99,50.6,6.39,65.49,Dragon Fruit,Fruits
55.47,33.09,28.2,15.52,56.72,5.9,57.6,Niger Seed,Oilseeds
19.92,54.13,36.01,23.34,58.59,6.27,99.92,Runner Bean,Pulses & Legumes
30.23,38.58,25.82,23.95,60.75,7.43,70.24,Green Gram,Pulses & Legumes
126.93,53.44,80.8,18.9,54.87,6.91,73.05,Sweet Corn,Vegetables
48.75,31.21,33.38,34.9,59.3,7.11,43.68,Sisal,Fiber Crops
105.29,23.55,69.35,27.65,66.57,6.68,70.7,Napier Grass,Fodder Crops
96.66,57.96,119.5,28.92,100.0,6.11,170.22,Coconut,Fruits
74.96,64.55,63.73,14.3,58.45,6.45,47.3,Spinach,Vegetables
51.88,39.77,83.53,30.85,72.67,6.64,122.6,Mandarin,Fruits
47.65,30.07,35.05,16.53,46.37,7.47,55.82,Ajwain,Spices & Herbs
50.58,54.05,89.09,11.49,65.8,6.76,54.45,Kohlrabi,Vegetables
90.08,44.23,78.61,16.05,65.87,7.41,89.38,Cabbage,Vegetables
65.73,32.47,38.88,34.05,44.78,6.04,58.6,Safflower,Oilseeds
72.92,50.49,86.24,19.17,58.64,7.26,75.73,Zucchini,Vegetables
62.24,43.42,99.89,12.47,63.52,6.65,37.43,Turnip,Vegetables
35.15,38.97,30.44,23.26,32.04,5.9,61.76,Sesame,Oilseeds
75.58,49.79,63.33,15.17,63.89,6.45,61.3,Lettuce,Vegetables
82.25,45.82,41.81,27.03,50.04,7.12,68.63,Mustard,Oilseeds
114.72,71.37,101.53,12.41,70.47,7.04,56.88,Cabbage,Vegetables
81.48,62.26,79.54,22.47,52.86,7.43,67.95,Mango,Fruits
90.12,40.54,66.68,19.9,73.2,6.06,220.34,Cocoa,Plantation Crops
54.54,32.46,53.73,36.24,77.84,5.87,257.84,Rubber,Cash Crops
110.17,38.19,89.39,22.12,64.86,5.95,110.31,Leek,Vegetables
65.02,31.19,42.21,30.47,69.18,5.62,108.14,Nutmeg,Cash Crops
88.3,67.51,136.78,26.7,64.59,6.34,82.62,Tomato,Vegetables
40.5,43.32,35.66,22.81,73.99,7.5,180.22,Clove,Cash Crops
71.35,44.48,65.22,7.84,83.67,5.84,57.15,Strawberry,Fruits
27.04,43.8,27.68,26.9,55.14,7.46,52.49,Green Gram,Pulses & Legumes
25.91,31.1,33.78,31.58,41.85,7.27,24.0,Moth Bean,Pulses & Legumes
58.39,42.5,89.14,11.25,65.69,6.41,149.59,Apple,Fruits
87.3,42.33,70.86,15.74,67.12,7.03,58.15,Celery Root,Vegetables
43.24,52.36,30.17,20.7,45.2,6.59,55.65,Ajwain,Spices & Herbs
69.68,33.85,31.79,11.49,56.35,6.09,59.04,Coriander,Spices & Herbs
55.79,67.48,129.59,7.48,50.19,6.68,66.6,Carrot,Vegetables
66.39,50.21,73.87,30.0,82.4,5.89,198.69,Turmeric,Cash Crops
81.85,38.09,86.13,19.94,55.73,6.82,81.24,Grapes,Fruits
70.21,37.48,32.38,15.05,64.52,5.22,53.63,Rye,Cereals & Grains
92.94,66.15,63.67,24.17,61.28,6.47,73.73,Chilli,Spices & Herbs
84.38,61.63,66.07,28.34,77.37,6.25,48.47,Okra,Vegetables
37.92,45.26,80.92,26.02,60.94,5.98,88.64,Soybean,Pulses & Legumes
24.24,45.13,41.17,19.89,48.58,7.35,24.94,Lentil,Pulses & Legumes
46.98,43.52,45.96,24.6,63.16,6.0,52.15,Dill,Spices & Herbs
91.78,48.19,90.47,32.1,79.64,6.65,166.23,Arecanut,Plantation Crops
61.03,32.74,60.23,30.5,81.78,4.68,152.41,Rubber,Cash Crops
45.45,11.54,34.21,17.4,41.96,6.29,53.29,Teff,Cereals & Grains
70.94,29.38,71.84,24.91,64.47,6.51,99.5,Mulberry,Fruits
74.56,53.61,118.39,26.23,81.7,6.62,187.58,Ginger,Cash Crops
58.06,42.9,59.3,27.46,69.31,6.43,138.27,Persimmon,Fruits
126.19,44.59,74.64,22.56,46.15,5.82,93.75,Maize,Cereals & Grains
79.48,41.01,92.87,23.61,68.15,6.47,136.28,Ginger,Cash Crops
78.83,48.58,49.16,17.64,62.88,7.71,81.51,Canola,Oilseeds
81.34,54.16,77.23,29.97,64.96,6.93,110.51,Grapefruit,Fruits
35.81,39.28,76.53,38.59,37.92,7.71,38.4,Date Palm,Plantation Crops
23.32,54.17,54.95,14.32,61.98,7.45,84.31,Peas,Pulses & Legumes
92.49,70.46,136.84,25.54,71.48,6.52,83.52,Tomato,Vegetables
87.72,43.79,72.51,29.33,71.4,7.5,63.37,Cucumber,Vegetables
118.73,106.3,133.01,15.22,63.46,6.22,73.62,Potato,Vegetables
25.26,33.46,33.98,29.58,30.0,5.41,30.12,Moth Bean,Pulses & Legumes
40.16,49.03,65.54,20.36,55.05,6.56,34.01,Alfalfa,Fodder Crops
44.6,25.16,22.86,22.75,52.95,5.59,34.45,Teff,Cereals & Grains
89.28,86.99,108.07,25.11,51.26,6.08,96.07,Tomato,Vegetables
57.82,43.3,66.3,26.08,49.59,7.13,85.35,Watermelon,Fruits
22.84,43.28,45.18,21.64,48.48,5.94,55.94,Lentil,Pulses & Legumes
86.17,50.89,95.28,26.12,65.15,7.0,47.47,Zucchini,Vegetables
81.31,30.99,90.64,20.73,75.72,7.03,71.56,Passion Fruit,Fruits
82.05,49.39,18.25,26.04,71.25,5.65,60.24,Guava,Fruits
109.18,105.8,91.74,15.17,81.82,5.41,60.88,Potato,Vegetables
80.76,41.86,70.08,24.87,72.65,3.92,110.05,Napier Grass,Fodder Crops
46.69,39.45,90.7,32.72,63.08,7.73,86.01,Fig,Fruits
92.39,47.84,59.24,26.06,69.69,6.65,119.42,Grapefruit,Fruits
158.14,66.89,86.37,20.76,67.86,6.38,95.39,Maize,Cereals & Grains
54.04,40.39,48.1,14.43,43.61,6.31,56.27,Linseed,Oilseeds
103.74,59.17,50.78,17.87,72.79,7.55,50.6,Kale,Vegetables
62.72,54.04,86.0,24.72,74.16,5.51,168.11,Pineapple,Fruits
89.42,48.03,75.26,22.22,77.89,6.79,202.69,Litchi,Fruits
52.17,35.36,50.22,18.75,45.57,6.39,72.38,Dill,Spices & Herbs
95.24,54.7,88.98,15.26,62.65,6.54,77.56,Cabbage,Vegetables
76.44,41.47,80.0,28.06,82.65,7.28,183.22,Jackfruit,Fruits
67.78,55.1,88.14,18.55,67.8,6.08,59.95,Longan,Fruits
29.04,42.65,32.4,34.97,42.79,6.11,47.82,Cowpea,Pulses & Legumes
37.48,38.44,44.56,35.0,70.46,8.71,57.16,Cluster Bean,Vegetables
25.78,34.87,32.28,28.04,82.9,7.79,158.94,Pigeon Pea,Pulses & Legumes
76.55,36.09,70.61,21.31,42.6,6.92,73.01,Grapes,Fruits
61.84,24.23,103.23,23.01,61.66,7.35,81.45,Orange,Fruits
36.9,48.01,32.07,30.56,77.95,6.11,85.3,Black Gram,Pulses & Legumes
135.89,109.91,110.06,7.34,70.54,4.89,92.61,Potato,Vegetables
86.15,63.04,78.48,15.7,64.46,6.64,86.2,Peach,Fruits
96.26,68.0,94.17,13.01,62.22,6.63,71.91,Broccoli,Vegetables
122.84,49.9,86.37,10.65,59.25,7.17,83.94,Asparagus,Vegetables
57.15,40.68,44.34,16.7,40.7,7.32,66.83,Flax,Fiber Crops
76.69,50.31,91.9,24.49,76.55,5.7,62.42,Longan,Fruits
51.9,34.09,40.78,29.75,40.93,6.42,51.57,Olive,Fruits
73.78,53.92,86.69,26.84,58.72,7.2,133.7,Longan,Fruits
31.45,48.22,50.1,22.16,44.77,6.94,48.7,Chickpea,Pulses & Legumes
82.65,52.24,80.76,28.54,79.51,7.6,72.97,Cucumber,Vegetables
84.19,44.77,41.94,14.92,94.69,4.48,122.29,Tea,Cash Crops
130.99,60.0,128.04,27.76,75.65,7.26,130.4,Sugarcane,Cash Crops
77.58,54.24,57.09,8.23,61.16,6.41,100.59,Cherry,Fruits
132.05,38.86,79.29,27.2,85.35,4.89,91.5,Napier Grass,Fodder Crops
60.6,37.17,64.62,28.95,68.43,5.65,72.27,Bitter Gourd,Vegetables
30.62,64.78,51.5,22.81,70.07,8.02,55.67,Berseem,Fodder Crops
59.45,56.12,79.72,7.85,57.6,6.01,75.62,Peach,Fruits
63.7,57.64,111.51,20.39,64.45,6.46,93.31,Kiwi,Fruits
68.65,41.63,38.66,20.36,52.76,5.73,52.11,Flax,Fiber Crops
53.44,43.38,57.13,26.36,90.42,6.19,141.6,Black Pepper,Cash Crops
63.58,41.34,78.83,25.88,57.59,7.07,82.38,Watermelon,Fruits
79.93,33.58,90.13,20.99,65.79,7.54,130.36,Kiwi,Fruits
41.52,38.92,49.69,33.54,56.84,6.93,89.58,Moringa,Plantation Crops
102.12,46.86,63.14,20.98,48.8,6.46,68.45,Hemp,Fiber Crops
107.6,30.56,97.88,28.47,73.08,6.02,88.67,Napier Grass,Fodder Crops
74.17,57.21,65.52,15.81,72.01,5.9,75.04,Raspberry,Fruits
49.58,37.22,63.98,26.33,71.32,6.61,80.4,Basil,Spices & Herbs
21.51,60.71,40.81,17.44,44.86,6.69,66.83,Field Pea,Pulses & Legumes
65.05,55.66,84.31,21.18,72.48,5.8,61.2,Peach,Fruits
72.78,47.11,56.37,8.02,62.79,6.07,49.55,Endive,Vegetables
24.7,30.41,36.14,23.34,44.76,6.97,51.69,Moth Bean,Pulses & Legumes
29.89,43.78,46.12,16.84,55.6,6.93,53.96,Faba Bean,Pulses & Legumes
67.68,40.58,78.31,11.54,59.85,7.7,52.51,Parsnip,Vegetables
112.21,52.74,90.61,18.69,65.49,7.31,48.57,Artichoke,Vegetables
90.16,74.15,76.21,27.31,62.77,6.82,88.0,Sunflower,Oilseeds
69.51,52.7,84.65,32.31,85.6,6.58,95.6,Jackfruit,Fruits
109.88,35.96,44.02,18.69,54.04,8.02,88.47,Wheat,Cereals & Grains
